mes_ref,codigo,descricao,valor
fevereiro,1.3.2.1.01.0.1.022,REC REM EDUCAÇÃO - ESTADUAL,1514.67
fevereiro,1.3.2.1.01.0.1.021,REC REND DUODECIMO CAMARA,0.0
fevereiro,1.3.2.1.01.0.1.019,REC REND SAUDE ESTADO,18272.46
fevereiro,1.1.2.2.01.0.4.002,M/J DIV ATIVA TX INCENDIO,488.66
fevereiro,1.9.2.2.99.0.1.004,Restituições,471.12
fevereiro,1.1.2.2.01.0.3.005,DA OUT. TAXAS PREST SERVIÇOS,0.0
fevereiro,1.1.1.3.03.1.1.001,Imposto sobre a Renda - Retido na Fonte - Trabalho,666547.66
fevereiro,1.1.1.2.50.0.4.001,M/J DIV ATIVA IPTU,86730.11
fevereiro,1.1.1.2.50.0.3.001,IPTU DIV ATIVA,379726.08
fevereiro,1.1.1.2.50.0.2.001,IPTU M/J,0.0
fevereiro,1.1.1.2.50.0.1.002,IMP. S/PROP. TERRITORIAL URBANA,358164.89
fevereiro,1.1.1.2.50.0.1.001,IMPOSTOS S/PREDIAL URBANO,672391.02
fevereiro,1.9.2.2.99.0.2.001,M/J OUTRAS RESTITUIÇÕES,6.06
fevereiro,1.9.2.2.99.0.3.001,DIV ATIVA OUTRA RESTITUIÇÕES,12.83
fevereiro,1.9.2.2.99.0.4.001,M/J DIV ATIVA OUTRAS RESTITUIÇÕES,9.64
fevereiro,1.9.2.3.99.0.1.001,CONTRIBUIÇÃO SOCIAL LOTEAMENTOS,25836.05
fevereiro,1.9.2.3.99.0.2.001,M/J CONTRIBUIÇÃO SOCIAL LOTEAMENTOS,988.4
fevereiro,1.9.9.9.12.2.1.001,Ônus de Sucumbência - Principal,321.19
fevereiro,1.1.1.3.03.4.1.000,Imposto sobre a Renda - Retido na Fonte - Outros R,350824.42
fevereiro,2.2.1.3.01.0.1.001,ALIENAÇÃO DE BENS MOVEIS,0.0
fevereiro,2.4.1.9.99.0.1.012,OUTRAS TRANS. FEDERAL - OBRAS,0.0
fevereiro,2.4.2.2.50.0.1.003,UBS Qualivida,0.0
fevereiro,2.4.2.2.99.0.1.009,CASA DA JUVENTUDE,0.0
fevereiro,2.4.2.2.99.0.1.030,OUTRAS TRANSF. ESTADO - OBRAS,0.0
fevereiro,2.4.2.2.99.0.1.034,AMPLIAÇÃO CRECHE DONA BENTA,0.0
fevereiro,2.4.2.2.99.0.1.037,DADETUR - CENTRO CULTURAL,0.0
fevereiro,7.2.1.5.02.1.1.001,Contribuição Patronal-Serv. Civil Ativo-Prefeitura,1379243.93
fevereiro,7.2.1.5.02.1.1.002,Contribuição Patronal - Serv. Civil Ativo - Câmara,23749.7
fevereiro,7.2.1.5.02.1.1.004,Contribuição Patronal-Serv. Civil Ativo-Instituto,1515.97
fevereiro,7.9.2.3.99.0.1.001,Outros Ressarcimentos - Daemo,0.0
fevereiro,7.9.2.3.99.0.1.003,Outros Ressarcimentos - Câmara,4321.29
fevereiro,9.6.1.1.01.0.3.002,DESCONTOS SOCIAIS DIV ATIVA ESGOTO,0.0
fevereiro,2.2.2.1.01.0.1.001,ALIENAÇÃO DE BENS IMOVEIS,-65082.53
fevereiro,1.1.1.4.51.1.1.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,7212547.92
fevereiro,1.1.1.4.51.1.2.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,23114.58
fevereiro,1.1.1.4.51.1.3.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,53736.99
fevereiro,1.1.2.2.01.0.3.004,DIV ATIVA REMOÇÃO LIXO,126896.96
fevereiro,1.1.2.2.01.0.3.003,DIV ATIVA TX PROT ACIDENTES,14158.61
fevereiro,1.1.2.2.01.0.3.002,DIV ATIVA TX INCENDIO,987.83
fevereiro,1.1.2.2.01.0.3.001,DIV ATIVA TX PREST SERVIÇOS,4882.57
fevereiro,1.1.2.2.01.0.2.005,M/J OUT. TAXAS PREST SERVIÇOS,0.0
fevereiro,1.1.2.2.01.0.2.004,M/J REMOÇÃO LIXO,0.0
fevereiro,1.1.2.2.01.0.2.003,M/J TX PROTEÇÃO DE ACIDENTES,0.0
fevereiro,1.1.2.2.01.0.2.001,M/J TX PREST SERVIÇOS,10.94
fevereiro,1.1.2.2.01.0.1.005,OUTRAS TAXAS PREST SERVIÇOS,0.13
fevereiro,1.1.2.2.01.0.1.003,TAXA PROTEÇÃO DE ACIDENTES,39673.73
fevereiro,1.1.2.2.01.0.1.002,REMOÇÃO LIXO DOMICILIAR,478065.14
fevereiro,1.1.2.2.01.0.1.001,TAXA DE LIMPEZA IMOVEL URBANO,634.45
fevereiro,1.1.2.1.50.0.4.000,Taxa de Fiscalização de Vigilância Sanitária - Dív,1395.46
fevereiro,1.1.2.1.50.0.3.000,Taxa de Fiscalização de Vigilância Sanitária - Dív,6165.71
fevereiro,1.1.2.1.50.0.2.000,Taxa de Fiscalização de Vigilância Sanitária - Mu,83.06
fevereiro,1.1.2.1.50.0.1.000,Taxa de Fiscalização de Vigilância Sanitária - Pri,11649.97
fevereiro,1.1.2.1.04.0.1.000,Taxa de Controle e Fiscalização Ambiental - Princi,0.0
fevereiro,1.1.2.1.01.0.4.000,M/J DIV ATIVA TX DE FISCALIZAÇÃO,4136.59
fevereiro,1.1.2.1.01.0.3.000,DIV ATIVA TX FISCALIZAÇÃO,20071.33
fevereiro,1.1.2.1.01.0.2.000,M/J TX FISCALIZAÇÃO,52.15
fevereiro,1.1.2.1.01.0.1.006,TX DE UTIL AREA DOM PUBLICO,642.26
fevereiro,1.1.2.1.01.0.1.005,TX DE LICENÇA PARA EXECUÇÃO DE OBRAS,88392.4
fevereiro,1.1.2.1.01.0.1.004,TX AUTORIZAÇÃO,188.12
fevereiro,1.1.2.1.01.0.1.003,TX DE FUNC DE ESTAB EM HOR ESPECIAL,7166.4
fevereiro,1.1.2.1.01.0.1.002,TX DE PUBLICIDADE COMERCIAL,12641.01
fevereiro,1.1.2.1.01.0.1.001,TX DE LIC FUNC E ESTAB COMERCIAL,71893.63
fevereiro,1.1.1.4.51.1.4.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,10777.43
fevereiro,1.1.2.2.01.0.4.001,M/J DIV ATIVA TX PREST SERVIÇOS,11845.01
fevereiro,1.6.1.1.01.0.4.001,TARIFAS MULTA/JUROS DIV ATIVA,32.45
fevereiro,1.9.2.2.99.0.1.001,Outras Restituições - Principal,426293.71
fevereiro,1.6.2.1.02.0.1.001,Serviços de Transporte de Passageiros ou Mercadori,68428.1
fevereiro,1.7.2.9.51.0.1.013,Serv. dest. nascimento/gestação de famílias em vul,0.0
fevereiro,1.7.2.9.51.0.1.011,AÇÕES DE ENFRENTAMENTO À VIOLÊNCIA CONTRA MULHER,0.0
fevereiro,1.7.2.9.51.0.1.010,FRENTE FRIA,0.0
fevereiro,1.7.2.9.51.0.1.009,Alta Complexidade - Abrigo São José,0.0
fevereiro,1.7.2.9.51.0.1.008,Migrante,0.0
fevereiro,1.7.2.9.51.0.1.007,L.A. Serv Prot Social Adoles Liberdade Assist,0.0
fevereiro,1.7.2.9.51.0.1.006,Centro Dia,0.0
fevereiro,1.7.2.9.51.0.1.005,PAEFI-Serv Prot Especializado a Fam e Individuo,0.0
fevereiro,1.7.2.9.51.0.1.004,Media Complexidade - APAE,0.0
fevereiro,1.7.2.9.51.0.1.003,SCFV-Serv Convivência e Fortalecimento de Vínculo,10856.88
fevereiro,1.7.2.9.51.0.1.001,SADS Proteção Básica - Humanizar,0.0
fevereiro,1.7.2.4.99.0.1.014,OUTRAS TRANSFERENCIAS ESTADO - SAÚDE,0.0
fevereiro,1.7.2.9.51.0.1.014,Serv. funerais destinados à famílias em vulnerabil,0.0
fevereiro,1.7.2.4.51.0.1.001,TRANSP ALUNOS ESTADUAL,315288.2
fevereiro,1.7.2.4.50.0.1.019,IGM - SUS,0.0
fevereiro,1.7.2.4.50.0.1.013,PAB TAB SUS PAULISTA,546481.9
fevereiro,1.7.2.4.50.0.1.011,CIRURGIA ELETIVAS,0.0
fevereiro,1.7.2.4.50.0.1.002,MEDICAMENTOS FURP,26838.0
fevereiro,1.7.2.4.50.0.1.001,GLICEMIA,0.0
fevereiro,1.7.2.1.53.0.1.000,Cota-Parte da Contribuição de Intervenção no Domín,0.0
fevereiro,9.7.2.1.52.0.1.000,Cota-Parte do IPI - Municípios - Principal,-8652.87
fevereiro,1.7.2.1.52.0.1.000,Cota-Parte do IPI - Municípios - Principal,43264.36
fevereiro,9.7.2.1.51.0.1.000,Cota-Parte do IPVA - Principal,-552253.05
fevereiro,1.7.2.1.51.0.1.000,Cota-Parte do IPVA - Principal,2826347.54
fevereiro,9.7.2.1.50.0.1.000,Cota-Parte do ICMS - Principal,-1256820.79
fevereiro,1.7.2.1.50.0.1.000,Cota-Parte do ICMS - Principal,6284103.99
fevereiro,1.7.2.4.50.0.1.022,SUS PAULISTA EXT DENGUE,0.0
fevereiro,1.7.1.7.99.0.1.001,OUTRAS TRASNF UNIAO ASS SOCIAL,0.0
fevereiro,1.7.2.9.51.0.1.015,Serv. complementação alimentar à famílias em vul,0.0
fevereiro,1.7.2.9.51.0.1.019,CUST SERV VIG SOCIOASSIST,0.0
fevereiro,7.9.9.9.01.0.1.001,APORTES PARA COBERTURA DE DEFICIT,40476.2
fevereiro,1.9.2.2.99.0.1.001,Outras Restituições - Principal,54869.53
fevereiro,1.9.2.1.99.0.1.001,Outras Indenizações - Principal,0.0
fevereiro,1.9.1.1.14.0.1.001,OLIMPIA MULTAS DE TRANSITO,21815.11
fevereiro,1.9.1.1.09.0.4.001,Multas e Juros Previstos em Contratos - Dívida Ati,0.0
fevereiro,1.9.1.1.09.0.3.001,D A MULTA PREV. EM CONTRATOS,0.0
fevereiro,1.9.1.1.09.0.2.001,MULTA PREVISTA EM CONTRATOS,0.0
fevereiro,1.9.1.1.09.0.1.001,MULTA PREVISTA EM CONTRATOS,0.0
fevereiro,1.9.1.1.06.1.2.001,MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS,0.0
fevereiro,1.9.1.1.01.0.4.005,M/J DIV ATIVA VIOLAÇÃO DE LACRE,5.87
fevereiro,1.9.1.1.01.0.4.001,M/J DIV ATIVA MULTAS,3299.16
fevereiro,1.9.1.1.01.0.3.002,MULTA VIOLAÇÃO DE LACRE E OUTROS - DIVIDA ATIVA,0.0
fevereiro,1.7.2.9.51.0.1.018,VIG SOCIOASSISTENCIAL ESTADO,0.0
fevereiro,1.9.1.1.01.0.3.001,MULTAS DIV ATIVA INFRAÇÃO,0.0
fevereiro,1.9.1.1.01.0.2.003,MULTA POR VIOLAÇÃO DE LACRE E OUTROS,22.02
fevereiro,1.9.1.1.01.0.2.002,M/J MULTAS,3.45
fevereiro,1.9.1.1.01.0.2.001,MULTA POR ATO DE INFRAÇÃO,0.0
fevereiro,1.9.1.1.01.0.1.002,SOM ALTO - MULTA AUTO DE INFRAÇÃO,0.0
fevereiro,1.9.1.1.01.0.1.001,MULTA POR AUTO DE INFRAÇÃO,802.83
fevereiro,1.7.5.1.50.0.1.000,TRANSF FUNDO DE MANUTENÇÃO - FUNDEB,4244200.44
fevereiro,1.7.4.1.99.0.1.002,DOAÇÕES FUNDO DO IDOSO,0.0
fevereiro,1.7.4.1.99.0.1.001,DOAÇÕES FUNDO CRIANÇA E ADOLESCENTE,0.0
fevereiro,1.7.3.9.99.0.1.002,CASA ABRIGO NOSSO LAR,0.0
fevereiro,1.7.3.9.99.0.1.001,CASA ABRIGO ADOLESCENTE,4333.0
fevereiro,1.7.2.9.99.0.1.005,OUTRAS TRANSFERENCIAS ESTADO - ASS SOCIAL,0.0
fevereiro,1.7.2.9.99.0.1.001,OUTRAS TRANSF ESTADO EDUCAÇÃO,0.0
fevereiro,1.9.1.1.01.0.2.004,MULTA/ JUROS VIOLAÇÃO DE LACRE,0.0
fevereiro,1.7.1.7.52.0.1.019,Bloco Proteção Social Especial,17725.97
fevereiro,1.7.1.7.52.0.1.018,Bloco Proteção Social Básica,8985.0
fevereiro,1.7.1.7.52.0.1.005,PROGRAMA PRIMEIRA INFANCIA NO SUAS- CRIANÇA FELIZ,0.0
fevereiro,1.7.1.2.51.0.1.000,Cota-parte da Compensação Financeira pela Exploraç,3035.47
fevereiro,9.7.1.1.52.0.1.000,Cota-Parte do Imposto Sobre a Propriedade Territor,-1051.61
fevereiro,1.7.1.1.52.0.1.000,Cota-Parte do Imposto Sobre a Propriedade Territor,5258.15
fevereiro,9.7.1.1.51.1.1.000,Cota-Parte do Fundo de Participação dos Municípios,-1413627.45
fevereiro,1.7.1.1.51.1.1.000,Cota-Parte do Fundo de Participação dos Municípios,7068137.42
fevereiro,1.6.9.9.99.0.4.002,Outros Serviços - Dívida Ativa - Multas e Juros,946.45
fevereiro,1.6.9.9.99.0.4.002,Outros Serviços - Dívida Ativa - Multas e Juros,0.0
fevereiro,1.6.9.9.99.0.4.001,M/J DIV ATIVA PATRULHA AGRICOLA,0.0
fevereiro,1.6.9.9.99.0.3.002,Outros Serviços - Dívida Ativa,2181.64
fevereiro,1.6.9.9.99.0.3.002,Outros Serviços - Dívida Ativa,0.0
fevereiro,1.6.9.9.99.0.3.001,DIV ATIVA PATRULHA AGRICOLA,0.0
fevereiro,1.6.9.9.99.0.2.002,Outros Serviços - Multas e Juros,309.41
fevereiro,1.7.1.2.52.1.1.000,Cota-parte da Compensação Financeira pela Produção,11532.36
fevereiro,1.6.9.9.99.0.2.002,Outros Serviços - Multas e Juros,0.0
fevereiro,1.6.9.9.99.0.1.017,OUTRAS RECEITAS,1112.06
fevereiro,1.6.9.9.99.0.1.016,OUTROS SERVIÇOS,8.9
fevereiro,1.6.9.9.99.0.1.015,POSTAGEM,0.0
fevereiro,1.6.9.9.99.0.1.013,AVISO CONTA VENCIDA,0.3
fevereiro,1.6.9.9.99.0.1.011,AGUA POTAVEL PIPA,0.0
fevereiro,1.6.9.9.99.0.1.010,LIMPA FOSA,0.0
fevereiro,1.6.9.9.99.0.1.007,MUDANÇA DE CAVALETE,25.84
fevereiro,1.6.9.9.99.0.1.005,SERVIÇOS DE RELIGAÇÃO DE AGUA,0.0
fevereiro,1.6.9.9.99.0.1.004,SERVIÇOS DE LIGAÇÃO DE ESGOTOS,0.0
fevereiro,1.6.9.9.99.0.1.003,SERVIÇOS DE LIGAÇÃO DE AGUA,17.76
fevereiro,1.6.9.9.99.0.1.002,OUTROS SERVIÇOS,882.64
fevereiro,1.6.9.9.99.0.1.001,PRESTAÇÃO DE SERVIÇO PATRULHA AGRICOLA,200.0
fevereiro,1.6.9.9.99.0.2.001,M/J PATRULHA AGRICOLA,0.0
fevereiro,1.7.1.3.50.1.1.004,PAB AG COMUNITARIO SAUDE,0.0
fevereiro,1.7.1.3.50.1.1.006,PAB SAUDE BUCAL,152896.23
fevereiro,1.7.1.3.50.1.1.009,MANUTENÇÃO ACADEMIA DA SAUDE,0.0
fevereiro,1.7.1.7.52.0.1.004,IGD-SUAS IND GEST DESC MUN SIST UNICO ASS SOCIAL,0.0
fevereiro,1.7.1.7.52.0.1.003,IGD-BF IND GESTÃO DESC MUN PROG BOLSA FAMILIA,6608.33
fevereiro,1.7.1.4.99.0.1.001,OUTRAS TRANSF UNIAO EDUCAÇÃO,0.0
fevereiro,1.7.1.4.53.0.1.000,FNDE PNATE,0.0
fevereiro,1.7.1.4.52.0.1.000,FNDE PNAE,144564.0
fevereiro,1.7.1.4.50.0.1.000,SALARIO EDUCAÇÃO-QESE,261179.17
fevereiro,1.7.1.3.99.0.1.001,OUTRAS TRANSFERÊNCIAS UNIÃO - SAÚDE,0.0
fevereiro,1.7.1.3.50.5.1.004,FMS PISO ENFERMAGEM,134026.43
fevereiro,1.7.1.3.50.4.1.001,ASS FARMACEUTICA,24094.87
fevereiro,1.7.1.3.50.3.1.004,FNS AIDS,9414.91
fevereiro,1.7.1.3.50.3.1.003,AÇÕES DE VIGILANCIA SANITARIA,0.0
fevereiro,1.7.1.3.50.3.1.002,COMBATE A ENDEMIAS,81972.0
fevereiro,1.7.1.3.50.3.1.001,VIGILANCIA EM SAUDE,8939.48
fevereiro,1.7.1.3.50.2.1.026,FAEC - NEFROLOGIA,303372.37
fevereiro,1.7.1.3.50.2.1.025,FAEC - PRÉ-CIRÚRGICO EM CIRURGIAS PRIORITÁRIAS,0.0
fevereiro,1.7.1.3.50.2.1.005,MAC SAMU,28494.7
fevereiro,1.7.1.3.50.2.1.004,MAC MELHOR EM CASA,72800.0
fevereiro,1.7.1.3.50.2.1.003,MAC MANUTENÇÃO,108105.82
fevereiro,1.7.1.3.50.2.1.002,MAC SANTA CASA,416475.09
fevereiro,1.7.1.3.50.2.1.001,MAC UPA,300000.0
fevereiro,9.7.1.3.50.2.1.000,TRANSFERENCIAS MAC,-124806.13
fevereiro,1.7.1.3.50.1.1.045,PAB - IMPLEM. POLITICAS REDE ALYNE,0.0
fevereiro,1.7.1.3.50.1.1.042,AGENTES COMUNITARIOS DE SAUDE,81972.0
fevereiro,1.7.1.3.50.1.1.025,APS - INCENT. FINANC. EQUIPES MULTIPROFISSIONAIS,28500.0
fevereiro,1.7.1.3.50.1.1.024,APS - INCENT. FINANC. MANUT PAG VALOR NOMINAL,0.0
fevereiro,1.7.1.3.50.1.1.023,APS - INCENT. FINANC. ESF/EAP,242400.0
fevereiro,1.7.1.3.50.1.1.022,APS -INCENTIVO COMPENSATORIO DE TRANSIÇÃO,32356.72
fevereiro,1.6.1.1.01.0.4.001,TARIFAS MULTA/JUROS DIV ATIVA,58.01
fevereiro,7.9.9.9.01.0.1.002,AMORT. DEFICIT DIV ATIVA/MULTA JUROS INTRA,470.17
março,1.6.9.9.99.0.3.002,Outros Serviços - Dívida Ativa,10.32
março,1.1.1.2.50.0.1.002,IMP. S/PROP. TERRITORIAL URBANA,2772946.79
março,1.7.1.7.52.0.1.003,IGD-BF IND GESTÃO DESC MUN PROG BOLSA FAMILIA,6629.99
março,1.7.1.7.52.0.1.004,IGD-SUAS IND GEST DESC MUN SIST UNICO ASS SOCIAL,0.0
março,1.7.1.7.52.0.1.005,PROGRAMA PRIMEIRA INFANCIA NO SUAS- CRIANÇA FELIZ,0.0
março,1.7.1.7.52.0.1.018,Bloco Proteção Social Básica,8985.02
março,1.7.1.7.52.0.1.019,Bloco Proteção Social Especial,17721.64
março,1.7.1.7.99.0.1.001,OUTRAS TRASNF UNIAO ASS SOCIAL,0.0
março,1.7.2.1.50.0.1.000,Cota-Parte do ICMS - Principal,6420685.86
março,9.7.2.1.50.0.1.000,Cota-Parte do ICMS - Principal,-1284137.16
março,1.7.2.1.51.0.1.000,Cota-Parte do IPVA - Principal,2278671.87
março,9.7.2.1.51.0.1.000,Cota-Parte do IPVA - Principal,-455734.43
março,1.7.2.1.52.0.1.000,Cota-Parte do IPI - Municípios - Principal,49907.56
março,9.7.2.1.52.0.1.000,Cota-Parte do IPI - Municípios - Principal,-9981.51
março,1.7.1.4.99.0.1.001,OUTRAS TRANSF UNIAO EDUCAÇÃO,0.0
março,1.7.2.1.53.0.1.000,Cota-Parte da Contribuição de Intervenção no Domín,0.0
março,1.7.2.4.50.0.1.002,MEDICAMENTOS FURP,0.0
março,1.7.2.4.50.0.1.011,CIRURGIA ELETIVAS,0.0
março,1.7.2.4.50.0.1.013,PAB TAB SUS PAULISTA,920217.77
março,1.7.2.4.50.0.1.019,IGM - SUS,0.0
março,1.7.2.4.50.0.1.022,SUS PAULISTA EXT DENGUE,0.0
março,1.7.2.4.51.0.1.001,TRANSP ALUNOS ESTADUAL,315288.2
março,1.7.2.4.99.0.1.014,OUTRAS TRANSFERENCIAS ESTADO - SAÚDE,0.0
março,1.7.2.9.51.0.1.001,SADS Proteção Básica - Humanizar,9000.0
março,1.7.2.9.51.0.1.003,SCFV-Serv Convivência e Fortalecimento de Vínculo,22585.65
março,1.7.2.9.51.0.1.004,Media Complexidade - APAE,25500.0
março,1.7.2.9.51.0.1.005,PAEFI-Serv Prot Especializado a Fam e Individuo,4500.0
março,1.7.2.9.51.0.1.006,Centro Dia,12000.0
março,1.7.2.4.50.0.1.001,GLICEMIA,0.0
março,1.7.2.9.51.0.1.007,L.A. Serv Prot Social Adoles Liberdade Assist,3000.0
março,1.7.1.4.53.0.1.000,FNDE PNATE,0.0
março,1.7.1.4.50.0.1.000,SALARIO EDUCAÇÃO-QESE,260679.7
março,1.7.1.2.51.0.1.000,Cota-parte da Compensação Financeira pela Exploraç,1801.5
março,1.7.1.2.52.1.1.000,Cota-parte da Compensação Financeira pela Produção,262.73
março,1.7.1.3.50.1.1.004,PAB AG COMUNITARIO SAUDE,0.0
março,1.7.1.3.50.1.1.006,PAB SAUDE BUCAL,96925.74
março,1.7.1.3.50.1.1.009,MANUTENÇÃO ACADEMIA DA SAUDE,3000.0
março,1.7.1.3.50.1.1.022,APS -INCENTIVO COMPENSATORIO DE TRANSIÇÃO,32356.72
março,1.7.1.3.50.1.1.023,APS - INCENT. FINANC. ESF/EAP,242400.0
março,1.7.1.3.50.1.1.024,APS - INCENT. FINANC. MANUT PAG VALOR NOMINAL,0.0
março,1.7.1.3.50.1.1.025,APS - INCENT. FINANC. EQUIPES MULTIPROFISSIONAIS,14250.0
março,1.7.1.3.50.1.1.042,AGENTES COMUNITARIOS DE SAUDE,81972.0
março,1.7.1.3.50.1.1.045,PAB - IMPLEM. POLITICAS REDE ALYNE,0.0
março,9.7.1.3.50.2.1.000,TRANSFERENCIAS MAC,-165301.74
março,1.7.1.4.52.0.1.000,FNDE PNAE,144564.0
março,1.7.1.3.50.2.1.001,MAC UPA,300000.0
março,1.7.1.3.50.2.1.003,MAC MANUTENÇÃO,108105.82
março,1.7.1.3.50.2.1.004,MAC MELHOR EM CASA,72800.0
março,1.7.1.3.50.2.1.005,MAC SAMU,28494.7
março,1.7.1.3.50.2.1.025,FAEC - PRÉ-CIRÚRGICO EM CIRURGIAS PRIORITÁRIAS,848.4
março,1.7.1.3.50.2.1.026,FAEC - NEFROLOGIA,129243.86
março,1.7.1.3.50.3.1.001,VIGILANCIA EM SAUDE,8939.48
março,1.7.1.3.50.3.1.002,COMBATE A ENDEMIAS,81972.0
março,1.7.1.3.50.3.1.003,AÇÕES DE VIGILANCIA SANITARIA,0.0
março,1.7.1.3.50.3.1.004,FNS AIDS,9414.91
março,1.7.1.3.50.4.1.001,ASS FARMACEUTICA,24094.87
março,1.7.1.3.50.5.1.004,FMS PISO ENFERMAGEM,0.0
março,1.7.1.3.99.0.1.001,OUTRAS TRANSFERÊNCIAS UNIÃO - SAÚDE,0.0
março,1.7.1.3.50.2.1.002,MAC SANTA CASA,416475.09
março,1.7.2.9.51.0.1.008,Migrante,18921.0
março,1.7.2.9.51.0.1.009,Alta Complexidade - Abrigo São José,26250.0
março,1.7.2.9.51.0.1.010,FRENTE FRIA,0.0
março,1.9.2.2.99.0.1.001,Outras Restituições - Principal,14087.92
março,1.9.2.2.99.0.1.001,Outras Restituições - Principal,-435819.51
março,1.9.2.2.99.0.1.003,Restituições,0.0
março,1.9.2.2.99.0.1.004,Restituições,471.12
março,1.9.2.2.99.0.2.001,M/J OUTRAS RESTITUIÇÕES,0.0
março,1.9.2.2.99.0.3.001,DIV ATIVA OUTRA RESTITUIÇÕES,12.83
março,1.9.2.2.99.0.4.001,M/J DIV ATIVA OUTRAS RESTITUIÇÕES,9.64
março,1.9.2.3.99.0.1.001,CONTRIBUIÇÃO SOCIAL LOTEAMENTOS,51672.1
março,1.9.2.3.99.0.2.001,M/J CONTRIBUIÇÃO SOCIAL LOTEAMENTOS,0.0
março,1.9.9.9.03.0.1.000,Compensações Financeiras entre o Regime Geral e os,898735.62
março,1.9.9.9.12.2.1.001,Ônus de Sucumbência - Principal,843.88
março,2.2.1.3.01.0.1.001,ALIENAÇÃO DE BENS MOVEIS,0.0
março,1.9.2.1.99.0.1.001,Outras Indenizações - Principal,0.0
março,2.2.2.1.01.0.1.001,ALIENAÇÃO DE BENS IMOVEIS,0.0
março,2.4.2.2.50.0.1.003,UBS Qualivida,0.0
março,2.4.2.2.99.0.1.009,CASA DA JUVENTUDE,0.0
março,2.4.2.2.99.0.1.034,AMPLIAÇÃO CRECHE DONA BENTA,0.0
março,2.4.2.2.99.0.1.037,DADETUR - CENTRO CULTURAL,0.0
março,7.2.1.5.02.1.1.001,Contribuição Patronal-Serv. Civil Ativo-Prefeitura,1427011.79
março,7.2.1.5.02.1.1.002,Contribuição Patronal - Serv. Civil Ativo - Câmara,23382.85
março,7.2.1.5.02.1.1.004,Contribuição Patronal-Serv. Civil Ativo-Instituto,1527.55
março,7.9.2.3.99.0.1.001,Outros Ressarcimentos - Daemo,18516.44
março,7.9.2.3.99.0.1.002,Outros Ressarcimentos - Instituto,5164.89
março,7.9.2.3.99.0.1.003,Outros Ressarcimentos - Câmara,12669.96
março,7.9.9.9.01.0.1.001,APORTES PARA COBERTURA DE DEFICIT,40476.2
março,7.9.9.9.01.0.1.002,AMORT. DEFICIT DIV ATIVA/MULTA JUROS INTRA,940.3
março,2.4.1.9.99.0.1.012,OUTRAS TRANS. FEDERAL - OBRAS,0.0
março,1.9.1.1.14.0.1.001,OLIMPIA MULTAS DE TRANSITO,24063.04
março,1.9.1.1.09.0.4.001,Multas e Juros Previstos em Contratos - Dívida Ati,0.0
março,1.9.1.1.09.0.3.001,D A MULTA PREV. EM CONTRATOS,0.0
março,1.7.2.9.51.0.1.011,AÇÕES DE ENFRENTAMENTO À VIOLÊNCIA CONTRA MULHER,0.0
março,1.7.2.9.51.0.1.013,Serv. dest. nascimento/gestação de famílias em vul,0.0
março,1.7.2.9.51.0.1.014,Serv. funerais destinados à famílias em vulnerabil,0.0
março,1.7.2.9.51.0.1.015,Serv. complementação alimentar à famílias em vul,0.0
março,1.7.2.9.51.0.1.018,VIG SOCIOASSISTENCIAL ESTADO,0.0
março,1.7.2.9.51.0.1.019,CUST SERV VIG SOCIOASSIST,0.0
março,1.7.2.9.51.0.1.020,INSTITUTO O AMOR,29250.0
março,1.7.2.9.99.0.1.001,OUTRAS TRANSF ESTADO EDUCAÇÃO,0.0
março,1.7.2.9.99.0.1.005,OUTRAS TRANSFERENCIAS ESTADO - ASS SOCIAL,0.0
março,1.7.3.9.99.0.1.001,CASA ABRIGO ADOLESCENTE,4333.0
março,1.7.3.9.99.0.1.002,CASA ABRIGO NOSSO LAR,9000.0
março,1.7.4.1.99.0.1.001,DOAÇÕES FUNDO CRIANÇA E ADOLESCENTE,39337.38
março,1.7.4.1.99.0.1.002,DOAÇÕES FUNDO DO IDOSO,46837.38
março,1.7.5.1.50.0.1.000,TRANSF FUNDO DE MANUTENÇÃO - FUNDEB,4050314.1
março,1.9.1.1.01.0.1.001,MULTA POR AUTO DE INFRAÇÃO,1157.58
março,1.9.1.1.01.0.1.002,SOM ALTO - MULTA AUTO DE INFRAÇÃO,0.0
março,1.9.1.1.01.0.2.001,MULTA POR ATO DE INFRAÇÃO,0.0
março,1.9.1.1.01.0.2.002,M/J MULTAS,2.51
março,1.9.1.1.01.0.2.003,MULTA POR VIOLAÇÃO DE LACRE E OUTROS,0.0
março,1.9.1.1.01.0.2.004,MULTA/ JUROS VIOLAÇÃO DE LACRE,0.0
março,1.9.1.1.01.0.3.001,MULTAS DIV ATIVA INFRAÇÃO,2481.05
março,1.9.1.1.01.0.3.002,MULTA VIOLAÇÃO DE LACRE E OUTROS - DIVIDA ATIVA,0.0
março,1.9.1.1.01.0.4.001,M/J DIV ATIVA MULTAS,1735.34
março,1.9.1.1.01.0.4.005,M/J DIV ATIVA VIOLAÇÃO DE LACRE,0.0
março,1.9.1.1.06.1.2.001,MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS,0.0
